연번,비상소화장치일련번호,안전센터ID,일련번호,X좌표,Y좌표,비상소화장치고유번호,사용구분,삭제여부,업데이트날짜,geometry,lon,lat
1980,110081829,1125104,2266,201414.5779,558078.395,강북-삼각-403(비,52201,N,20240914171115,POINT (127.01602357900823 37.622302660187366),127.01602357900823,37.622302660187366
1981,110081123,1105107,2285,208482.2545,551180.6161,광진-중곡-000092,52201,N,20240914171115,POINT (127.09600250149418 37.56011626974437),127.09600250149418,37.56011626974437
1982,110081813,1125102,2292,200910.3985,559739.2454,강북-우이-214(비,52201,N,20240924174257,POINT (127.01031457339667 37.63726733130943),127.01031457339667,37.63726733130943
1983,110082860,1102103,2443,194485.5598,544861.3058,동작-상도-000338,52205,N,20240924174257,POINT (126.93763474479309 37.50320177107565),126.93763474479309,37.50320177107565
1984,110081845,1125104,2449,201401.065,558179.0886,강북-삼각-413(비,52201,N,20240914171115,POINT (127.01587070500732 37.623209917431566),127.01587070500732,37.623209917431566
1985,110081960,1119102,2455,186101.9352,544074.2687,구로-수궁-000005,52201,N,20240905171638,POINT (126.84283569917598 37.49602243846577),126.84283569917598,37.49602243846577
1986,110082016,1119102,2462,185994.0083,543427.2075,구로-수궁-000076,52201,N,20240909171454,POINT (126.8416275379772 37.490190762959045),126.8416275379772,37.490190762959045
1987,110080036,1112105,2468,193657.9671,556429.6195,은평-녹번-57(비),52201,N,20240910170747,POINT (126.92817517051954 37.60742661333805),126.92817517051954,37.60742661333805
1988,110080089,1123505,2473,193245.8679,552520.186,서대문-현장-1(비,52205,N,20241006170340,POINT (126.9235441055449 37.57220001389628),126.9235441055449,37.57220001389628
1989,110082202,1102104,2349,197774.7416,542079.8672,동작-백운-000141,52201,N,20241014170658,POINT (126.9748419645808 37.47815458354217),126.9748419645808,37.47815458354217
1990,110082209,1116509,2355,197611.5961,541376.3329,관악-현장-000028,52201,N,20240912172010,POINT (126.97299977618222 37.471815263077666),126.97299977618222,37.471815263077666
1991,110080478,1103105,2361,200496.8246,553374.6684,종로-연건-4-21(?,52201,N,20241002172303,POINT (127.0056245709953 37.57992347691161),127.0056245709953,37.57992347691161
1992,110080492,1103106,2374,196083.0762,555612.575,종로-신영-5-36(?,52201,N,20241016170740,POINT (126.95564439200373 37.60007864354152),126.95564439200373,37.60007864354152
1993,110080505,1123105,2386,196704.0404,551474.8666,서대문-북아-95(?,52201,N,20241003171106,POINT (126.96269485293024 37.562800593993444),126.96269485293024,37.562800593993444
1994,110080516,1103105,2393,199816.876,552240.4035,종로-연건-4-28(?,52201,N,20240915171258,POINT (126.99792712922417 37.569703926279246),126.99792712922417,37.569703926279246
1995,110080522,1100106,2398,197514.4384,551368.8087,중부-회현-000388,52201,N,20240915171258,POINT (126.97186765862219 37.56184755797934),126.97186765862219,37.56184755797934
1996,110082636,1119102,2411,185620.7461,544218.7102,구로-수궁-000056,52201,N,20241002172303,POINT (126.83739143819766 37.49731649633014),126.83739143819766,37.49731649633014
1997,110081806,1113104,2417,192910.0108,551850.4744,마포-서교-000075,52201,N,20241012170657,POINT (126.91974872454384 37.56616342473109),126.91974872454384,37.56616342473109
1998,110081811,1125102,2425,200516.4808,563591.0178,강북-우이-201(비,52201,N,20241002172303,POINT (127.00585431440653 37.671971430855024),127.00585431440653,37.671971430855024
1999,110080225,1114104,1729,203953.9293,545238.0471,강남-역삼-000030,52201,N,20240915171258,POINT (127.04471877437376 37.50660422842628),127.04471877437376,37.50660422842628
2000,110080238,1114507,1741,205566.9205,546479.634,강남-현장-000043,52201,N,20240928171131,POINT (127.06297102624374 37.51778265766554),127.06297102624374,37.51778265766554
2001,110080245,1114507,1747,205461.5778,546475.8456,강남-현장-000079,52201,N,20240928171131,POINT (127.06177939955992 37.517749153351),127.06177939955992,37.517749153351
2002,110081438,1109103,1754,201355.0142,556411.6031,성북-길음-10(비),52201,N,20240905171638,POINT (127.01534578696474 37.60728514601964),127.01534578696474,37.60728514601964
2003,110081444,1109102,1760,200761.9435,553875.1195,성북-돈암-15(비),52201,N,20240930170849,POINT (127.00862651280563 37.58443232785328),127.00862651280563,37.58443232785328
2004,110081450,1109102,1766,201619.8659,553205.9769,성북-돈암-23(비),52201,N,20241016170740,POINT (127.01833819291998 37.57840228620895),127.01833819291998,37.57840228620895
2005,110082397,1116104,1768,192762.6096,541114.724,관악-난곡-000124,52201,N,20240912172010,POINT (126.91818597203188 37.469432901328524),126.91818597203188,37.469432901328524
2006,110082398,1116102,1770,196605.602,542427.475,관악-봉천-000027,52201,N,20240918170454,POINT (126.96162245950588 37.48128300749305),126.96162245950588,37.48128300749305
2007,110081460,1109103,1778,200264.6627,556766.283,성북-길음-33(비),52201,N,20241010170938,POINT (127.00299748242357 37.610481734209166),127.00299748242357,37.610481734209166
2008,110081465,1109507,1783,203235.2264,555163.7745,성북-현장-38(비),52201,N,20240917171317,POINT (127.036634022492 37.596037640399814),127.036634022492,37.596037640399814
2009,110081472,1109103,1790,200197.9556,556208.3071,성북-길음-57(비),52201,N,20241014170658,POINT (127.00224182892379 37.60545444610741),127.00224182892379,37.60545444610741
2010,110081478,1109103,1797,200179.0608,557172.3997,성북-길음-40(비),52201,N,20240912172010,POINT (127.00202808291105 37.61414082141485),127.00202808291105,37.61414082141485
2011,110080572,1103105,1802,200157.0023,554488.8102,종로-연건-4-34(?,52201,N,20241016170740,POINT (127.00177766795989 37.589961938625564),127.00177766795989,37.589961938625564
2012,110080578,1103506,1809,198345.3678,553126.2716,종로-현장-1-06(?,52201,N,20240920172927,POINT (126.98126840434838 37.57768408432935),126.98126840434838,37.57768408432935
2013,110080590,1103106,1823,196952.1003,554742.9301,종로-신영-5-15(?,52201,N,20240916171145,POINT (126.96548891845445 37.59224650719146),126.96548891845445,37.59224650719146
2014,110080596,1103106,1829,196660.4069,555191.7329,종로-신영-5-16(?,52203,N,20240910170747,POINT (126.9621840559867 37.59628917040419),126.9621840559867,37.59628917040419
2015,110080606,1103104,1836,196811.0232,552665.5416,종로-신교-2-31(?,52201,N,20240920172927,POINT (126.96390055496254 37.57352889880017),126.96390055496254,37.57352889880017
2016,110082405,1120102,1841,213282.0937,544261.4424,송파-거여-000001,52203,N,20241002172303,POINT (127.15020207878948 37.4977179414403),127.15020207878948,37.4977179414403
2017,110080612,1123105,1848,196682.4103,552224.5954,서대문-북아-126(,52201,N,20241016170740,POINT (126.96244664290025 37.569555541454896),126.96244664290025,37.569555541454896
2018,110081717,1113509,1855,194489.0032,549614.7915,마포-현장-000013,52201,N,20241010170938,POINT (126.93763804747059 37.546030784607815),126.93763804747059,37.546030784607815
2019,110081740,1113104,1879,191826.2934,550489.8232,마포-서교-000042,52201,N,20240915171258,POINT (126.90749734608356 37.553895039645234),126.90749734608356,37.553895039645234
2020,110080927,1104508,1885,201454.0502,550817.7852,중부-현장-000168,52201,N,20240929171012,POINT (127.01645629061859 37.556885057364305),127.01645629061859,37.556885057364305
2021,110080934,1104106,1892,200903.8402,550407.8964,중부-신당-154(비,52201,N,20240930170849,POINT (127.01022875495588 37.55319267242511),127.01022875495588,37.55319267242511
2022,110080924,1104106,1899,200975.9928,551033.2333,중부-신당-000164,52201,N,20241001170335,POINT (127.01104613718559 37.55882686896598),127.01104613718559,37.55882686896598
2023,110080947,1104106,1908,200440.5557,550035.7386,중부-신당-23(비),52201,N,20240930170849,POINT (127.00498554328945 37.549839874976804),127.00498554328945,37.549839874976804
2024,110080960,1103109,1921,201088.0974,552344.618,종로-숭인-6-16(?,52201,N,20240910170747,POINT (127.01231686504008 37.57064226980731),127.01231686504008,37.57064226980731
2025,110081915,1125103,168,202828.5847,558499.6126,강북-미아-324(비,52201,N,20240927170947,POINT (127.03204231614448 37.626094513869525),127.03204231614448,37.626094513869525
2026,110081922,1110106,174,203596.9347,565561.3178,도봉-도봉-106(비,52201,N,20240909171454,POINT (127.04078099845597 37.68971650328654),127.04078099845597,37.68971650328654
2027,110082386,1102104,8,197303.2886,542493.1058,동작-백운-000034,52201,N,20241014170658,POINT (126.96951036075387 37.48187664563151),126.96951036075387,37.48187664563151
2028,110081236,1106104,16,198834.5075,549572.811,용산-후암-000072,52201,N,20241010170938,POINT (126.98681145313643 37.54566827149789),126.98681145313643,37.54566827149789
2029,110081244,1106508,22,196768.5417,550248.596,용산-현장-000081,52201,N,20240910170747,POINT (126.96343030727822 37.551752158870116),126.96343030727822,37.551752158870116
2030,110081258,1106104,35,198693.3696,549424.8812,용산-후암-000097,52201,N,20241010170938,POINT (126.9852146200759 37.54433523598566),126.9852146200759,37.54433523598566
2031,110081264,1106508,41,197073.5086,549865.5359,용산-현장-000109,52201,N,20240927170947,POINT (126.96688307616543 37.54830181224323),126.96688307616543,37.54830181224323
2032,110081272,1106104,47,198656.7662,549188.0418,용산-후암-000107,52201,N,20241010170938,POINT (126.98480086182761 37.54220126164367),126.98480086182761,37.54220126164367
2033,110081278,1107104,53,203507.9272,554348.1856,동대문-용두-062(,52201,N,20240715120037,POINT (127.03971803850267 37.58868825262378),127.03971803850267,37.58868825262378
2034,110081284,1107103,59,205322.216,553212.9209,동대문-전농-69(?,52201,N,20240928171131,POINT (127.06025182886968 37.57845089927388),127.06025182886968,37.57845089927388
2035,110081538,1109507,68,202963.4473,556627.5032,성북-현장-175(비,52201,N,20240926171119,POINT (127.03356246192038 37.6092266086434),127.03356246192038,37.6092266086434
2036,110083194,1103506,4161,198632.662,553084.4311,종로-현장-1-27(?,52201,N,20241012170657,POINT (126.98452085387329 37.57730757510847),126.98452085387329,37.57730757510847
2037,110081404,1108508,4164,191459.9031,546097.089,영등포-현장-0000,52201,N,20240924174257,POINT (126.90340193794817 37.51431319966971),126.90340193794817,37.51431319966971
2038,110081543,1109102,73,202003.2901,554936.9167,성북-돈암-144(비,52201,N,20241012170657,POINT (127.02268359689532 37.59399717626958),127.02268359689532,37.59399717626958
2039,110081553,1109103,79,200755.0901,555599.9138,성북-길음-91(비),52201,N,20240926171119,POINT (127.0085506983233 37.59997259235274),127.0085506983233,37.59997259235274
2040,110084435,1114107,4167,210451.201,541152.407,강남-세곡-000084,52201,N,20240909171454,POINT (127.11814455737117 37.46974169010059),127.11814455737117,37.46974169010059
2041,110084545,1107104,4168,203795.3356,553803.3924,동대문-용두-072(,52205,N,20240819174140,POINT (127.04296935937741 37.58377856592578),127.04296935937741,37.58377856592578
2042,110081560,1109102,85,200230.1896,554478.9952,성북-돈암-98(비),52201,N,20240905171638,POINT (127.00260633247004 37.58987349083547),127.00260633247004,37.58987349083547
2043,110081931,1125102,181,200583.9719,560529.418,강북-우이-218(비,52201,N,20241002172303,POINT (127.00661687808055 37.64438692988523),127.00661687808055,37.64438692988523
2044,110084055,1115103,4171,204222.7236,539320.2339,서초-양재-000090,52203,N,20241009170743,POINT (127.04772490274131 37.45328301608236),127.04772490274131,37.45328301608236
2045,110081950,1119108,199,190316.1988,542493.7124,구로-공단-000084,52201,N,20240908171400,POINT (126.89051279308262 37.48183531643574),126.89051279308262,37.48183531643574
2046,110081956,1128101,205,191795.3469,539584.2316,금천-시흥-000001,52201,N,20241008170835,POINT (126.90726873541223 37.455634925100405),126.90726873541223,37.455634925100405
2047,110082374,1116103,212,194281.4586,542194.0622,관악-신림-000013,52201,N,20241012170657,POINT (126.93534719201425 37.479168481061045),126.93534719201425,37.479168481061045
2048,110083135,1120102,4178,213289.928,544338.5082,송파-거여-000033,52201,N,20240929171012,POINT (127.15029206518271 37.49841219417551),127.15029206518271,37.49841219417551
2049,110083084,1112106,4181,191505.2789,557457.06,은평-역촌-53(비),52201,N,20240918170454,POINT (126.90378363496147 37.616666370404005),126.90378363496147,37.616666370404005
