,자치구,접수시각,소방서_거리,사망자수,부상자수,발화원인_대분류,접수시각_년원일,접수시각_년월일
4296,송파구,20231117234449,5,0,0,,20231117234449,20231117
4297,중랑구,20231122195831,3,0,0,,20231122195831,20231122
4298,영등포구,20231122090250,4,0,0,생활기기,20231122090250,20231122
4299,강남구,20231118011858,3,0,0,,20231118011858,20231118
4300,강남구,20231118112618,3,0,0,,20231118112618,20231118
4301,양천구,20231118132826,2,0,0,,20231118132826,20231118
4302,강남구,20231118063827,0,0,0,계절용 기기,20231118063827,20231118
4303,은평구,20231109155822,2,0,0,,20231109155822,20231109
4304,성북구,20231121150939,2,0,0,,20231121150939,20231121
4305,송파구,20231019155614,2,0,0,,20231019155614,20231019
4306,노원구,20231118111450,5,0,0,,20231118111450,20231118
4307,강남구,20231118111041,6,0,0,"차량, 선박부품",20231118111041,20231118
4308,관악구,20231206212128,2,0,0,,20231206212128,20231206
4309,서초구,20231031194456,5,1,0,배선/배선기구,20231031194456,20231031
4310,서초구,20231031235800,3,0,0,,20231031235800,20231031
4311,강북구,20231121134339,1,0,0,주방기기,20231121134339,20231121
4312,서대문구,20231019103201,2,0,0,,20231019103201,20231019
4313,성북구,20231019003712,2,0,0,,20231019003712,20231019
4314,서대문구,20231202211736,2,0,0,,20231202211736,20231202
4315,은평구,20231101113855,1,0,0,,20231101113855,20231101
4316,광진구,20231121073241,1,0,0,,20231121073241,20231121
4317,관악구,20231202094836,1,0,0,,20231202094836,20231202
4318,강동구,20231202135444,3,0,0,,20231202135444,20231202
4319,구로구,20231118061323,2,0,0,,20231118061323,20231118
4320,중구,20231206201914,3,0,2,,20231206201914,20231206
4321,강남구,20231207145627,7,0,0,,20231207145627,20231207
4322,용산구,20231118104403,1,0,0,,20231118104403,20231118
4323,강남구,20231117113150,3,0,0,,20231117113150,20231117
4324,광진구,20231207163418,1,0,0,,20231207163418,20231207
4325,송파구,20231112090908,3,0,0,배선/배선기구,20231112090908,20231112
4326,영등포구,20231031221958,2,0,0,,20231031221958,20231031
4327,강서구,20231129100308,1,0,0,,20231129100308,20231129
4328,성북구,20231117153701,3,0,0,,20231117153701,20231117
4329,영등포구,20231129085614,3,0,0,계절용 기기,20231129085614,20231129
4330,중랑구,20231207154835,2,0,2,,20231207154835,20231207
4331,서대문구,20231207011908,6,0,0,,20231207011908,20231207
4332,종로구,20231112074052,3,0,0,,20231112074052,20231112
4333,종로구,20231202211651,1,0,0,,20231202211651,20231202
4334,서대문구,20231206201610,3,0,0,"차량, 선박부품",20231206201610,20231206
4335,마포구,20231111184312,2,0,0,"조명, 간판",20231111184312,20231111
4336,강남구,20231112111207,3,0,0,,20231112111207,20231112
4337,서대문구,20231129093945,5,0,0,,20231129093945,20231129
4338,영등포구,20231129205835,3,0,0,,20231129205835,20231129
4339,구로구,20231202095542,2,0,0,,20231202095542,20231202
4340,강남구,20231117182539,2,0,0,,20231117182539,20231117
4341,성북구,20231118010302,3,0,0,,20231118010302,20231118
4342,은평구,20231207025226,1,0,0,생활기기,20231207025226,20231207
4343,중랑구,20231111232741,2,0,2,,20231111232741,20231111
4344,동작구,20231019080742,2,0,4,기타,20231019080742,20231019
4345,성동구,20231120202225,2,0,0,,20231120202225,20231120
4346,영등포구,20231128233610,3,0,0,,20231128233610,20231128
4347,영등포구,20231129083333,1,0,0,전기설비,20231129083333,20231129
4348,강남구,20231118104940,5,0,0,,20231118104940,20231118
4349,동작구,20231118172228,2,0,0,,20231118172228,20231118
4350,영등포구,20231207075503,1,0,0,,20231207075503,20231207
4351,동대문구,20231030191741,4,0,0,,20231030191741,20231030
4352,성북구,20231123202600,3,0,0,,20231123202600,20231123
4353,관악구,20231031113845,5,0,0,,20231031113845,20231031
4354,송파구,20231122234659,6,0,0,,20231122234659,20231122
4355,마포구,20231123213241,1,0,0,,20231123213241,20231123
4356,노원구,20231123062356,2,0,0,,20231123062356,20231123
4357,서초구,20231101125011,4,0,0,,20231101125011,20231101
4358,송파구,20231123141413,2,0,0,,20231123141413,20231123
4359,서대문구,20231129150608,3,0,0,,20231129150608,20231129
4360,용산구,20231123164453,1,0,0,,20231123164453,20231123
4361,은평구,20231202011239,3,0,0,,20231202011239,20231202
4362,광진구,20231202011613,3,0,0,,20231202011613,20231202
4363,구로구,20231118201718,2,0,0,,20231118201718,20231118
4364,서초구,20231204155133,3,0,0,,20231204155133,20231204
4365,은평구,20231207035719,1,0,0,,20231207035719,20231207
4366,서초구,20231123061617,3,0,0,기타,20231123061617,20231123
4367,성동구,20231118145453,4,0,0,,20231118145453,20231118
4368,성북구,20231123002826,3,0,0,,20231123002826,20231123
4369,영등포구,20231207050039,3,0,0,,20231207050039,20231207
4370,종로구,20231202110301,5,0,0,,20231202110301,20231202
4371,동대문구,20231030163351,3,0,0,,20231030163351,20231030
4372,동대문구,20231030172909,0,0,0,,20231030172909,20231030
4373,성북구,20231118155110,4,0,0,,20231118155110,20231118
4374,종로구,20231118112836,4,0,0,기타,20231118112836,20231118
4375,강남구,20231207021646,3,0,0,,20231207021646,20231207
4376,송파구,20231031161857,2,0,0,,20231031161857,20231031
4377,강서구,20231202165656,1,0,0,,20231202165656,20231202
4378,송파구,20231101001820,2,0,0,,20231101001820,20231101
4379,성북구,20231123174507,3,0,0,,20231123174507,20231123
4380,성북구,20231128225927,1,0,1,,20231128225927,20231128
4381,종로구,20231118163952,0,0,0,산업장비,20231118163952,20231118
4382,성북구,20231227062627,3,0,0,,20231227062627,20231227
4383,강동구,20231227075448,7,0,0,,20231227075448,20231227
4384,강남구,20231226192311,4,0,0,,20231226192311,20231226
4385,구로구,20231123013434,2,0,0,,20231123013434,20231123
4386,동대문구,20231129101308,1,0,0,,20231129101308,20231129
4387,서초구,20231223103039,2,0,0,,20231223103039,20231223
4388,영등포구,20231123010153,2,0,0,,20231123010153,20231123
4389,강남구,20231202210232,1,0,0,,20231202210232,20231202
4390,성동구,20231118150522,1,0,0,,20231118150522,20231118
4391,동작구,20231219093228,1,0,0,배선/배선기구,20231219093228,20231219
4392,성북구,20231231234817,4,0,0,,20231231234817,20231231
4393,마포구,20231118151740,2,0,0,,20231118151740,20231118
4394,양천구,20231118132823,2,0,0,,20231118132823,20231118
4395,구로구,20231125134337,5,0,0,,20231125134337,20231125
4396,강남구,20231227013650,3,0,0,,20231227013650,20231227
4397,마포구,20231231190745,2,0,0,기타,20231231190745,20231231
4398,마포구,20231031234917,1,0,0,,20231031234917,20231031
4399,노원구,20231101112815,4,0,0,,20231101112815,20231101
4400,중구,20231101072732,2,0,0,,20231101072732,20231101
4401,서대문구,20231101182113,2,0,0,,20231101182113,20231101
4402,강남구,20231202121831,4,0,0,기타,20231202121831,20231202
4403,송파구,20231202021220,6,0,0,,20231202021220,20231202
4404,광진구,20231128075327,2,0,0,배선/배선기구,20231128075327,20231128
4405,서대문구,20231202201748,3,0,0,,20231202201748,20231202
4406,성북구,20231125220217,1,0,0,,20231125220217,20231125
4407,강북구,20231124225002,2,0,0,,20231124225002,20231124
4408,성북구,20231219105331,2,0,0,,20231219105331,20231219
4409,금천구,20231124210831,1,0,0,주방기기,20231124210831,20231124
4410,송파구,20231227170708,4,0,0,기타,20231227170708,20231227
4411,구로구,20231101004149,2,0,0,,20231101004149,20231101
4412,광진구,20231231220445,1,0,0,,20231231220445,20231231
4413,강남구,20231101115022,2,0,0,배선/배선기구,20231101115022,20231101
4414,영등포구,20231210110820,2,0,0,주방기기,20231210110820,20231210
4415,용산구,20231125011155,2,0,0,,20231125011155,20231125
4416,도봉구,20231227080610,0,0,0,계절용 기기,20231227080610,20231227
4417,금천구,20231031094224,1,0,0,주방기기,20231031094224,20231031
4418,양천구,20231123063840,3,0,0,"차량, 선박부품",20231123063840,20231123
4419,양천구,20231219004412,5,0,0,,20231219004412,20231219
4420,용산구,20231215004704,0,0,0,,20231215004704,20231215
4421,동작구,20231227175418,8,0,0,,20231227175418,20231227
4422,마포구,20231227135140,2,0,0,전기설비,20231227135140,20231227
4423,성북구,20231126142522,1,0,0,주방기기,20231126142522,20231126
4424,강서구,20231219011126,3,0,0,,20231219011126,20231219
4425,영등포구,20231219122724,0,0,0,,20231219122724,20231219
4426,마포구,20231124213744,1,0,0,,20231124213744,20231124
4427,서초구,20231030160756,3,0,0,,20231030160756,20231030
4428,동대문구,20231215141325,4,0,0,,20231215141325,20231215
4429,성북구,20231214181054,3,0,0,,20231214181054,20231214
4430,영등포구,20231215222801,4,0,0,,20231215222801,20231215
4431,강남구,20231124165949,4,0,0,,20231124165949,20231124
4432,중랑구,20231102140617,4,0,0,,20231102140617,20231102
4433,서초구,20231118034305,3,0,0,,20231118034305,20231118
4434,구로구,20231206162819,3,0,0,,20231206162819,20231206
4435,강북구,20231125171809,1,0,0,,20231125171809,20231125
4436,중랑구,20231120195936,3,0,0,,20231120195936,20231120
4437,영등포구,20231120130101,2,0,1,,20231120130101,20231120
4438,용산구,20231205234911,2,0,0,배선/배선기구,20231205234911,20231205
4439,중구,20231215041834,4,0,0,,20231215041834,20231215
4440,강서구,20231124225104,2,0,0,,20231124225104,20231124
4441,강남구,20231226212320,5,0,0,,20231226212320,20231226
4442,영등포구,20231227211407,1,0,0,,20231227211407,20231227
4443,노원구,20231218224613,2,0,0,주방기기,20231218224613,20231218
4444,성북구,20231218215410,2,0,0,생활기기,20231218215410,20231218
4445,동대문구,20231220112349,3,0,0,배선/배선기구,20231220112349,20231220
4446,송파구,20231218210438,2,0,0,,20231218210438,20231218
4447,강북구,20231215041509,1,0,0,,20231215041509,20231215
4448,송파구,20231120070640,0,0,0,,20231120070640,20231120
4449,송파구,20231124232134,1,0,0,,20231124232134,20231124
4450,성동구,20231112022153,3,0,0,,20231112022153,20231112
4451,마포구,20231206181156,1,0,0,,20231206181156,20231206
4452,관악구,20231206083403,4,0,0,,20231206083403,20231206
4453,관악구,20231205154919,3,0,0,,20231205154919,20231205
4454,서초구,20231226235422,9,0,0,,20231226235422,20231226
4455,도봉구,20231225045726,1,2,30,,20231225045726,20231225
4456,종로구,20231120111845,0,0,0,,20231120111845,20231120
4457,관악구,20231205181111,0,0,0,,20231205181111,20231205
4458,구로구,20231205100745,3,0,0,,20231205100745,20231205
4459,중구,20231215103533,2,0,0,,20231215103533,20231215
4460,강북구,20231125195444,3,0,0,계절용 기기,20231125195444,20231125
4461,노원구,20231206100144,4,0,0,,20231206100144,20231206
4462,서대문구,20231125014502,3,0,0,,20231125014502,20231125
4463,서초구,20231217122125,4,0,0,,20231217122125,20231217
4464,강남구,20231227142927,3,0,0,,20231227142927,20231227
4465,강서구,20231120063507,2,0,0,,20231120063507,20231120
4466,금천구,20231130224535,2,0,0,,20231130224535,20231130
4467,구로구,20231215033218,2,0,0,,20231215033218,20231215
4468,영등포구,20231227164054,1,0,0,,20231227164054,20231227
4469,은평구,20231119200823,2,0,0,,20231119200823,20231119
4470,영등포구,20231205225801,2,0,0,,20231205225801,20231205
4471,송파구,20231206084554,1,1,0,,20231206084554,20231206
4472,동작구,20231210010149,4,0,0,,20231210010149,20231210
4473,송파구,20231215145024,3,0,0,,20231215145024,20231215
4474,동대문구,20231120133622,4,0,0,,20231120133622,20231120
4475,종로구,20231206070403,4,0,0,,20231206070403,20231206
4476,구로구,20231206003613,6,0,0,,20231206003613,20231206
4477,구로구,20231219165834,4,0,0,계절용 기기,20231219165834,20231219
4478,성북구,20231125091837,3,0,0,"차량, 선박부품",20231125091837,20231125
4479,강동구,20231227201440,5,0,0,,20231227201440,20231227
4480,종로구,20231206201759,1,0,0,,20231206201759,20231206
4481,강남구,20231214224633,1,0,0,기타,20231214224633,20231214
4482,강남구,20231125092741,4,0,0,,20231125092741,20231125
4483,영등포구,20231124165526,3,0,0,,20231124165526,20231124
4484,영등포구,20231125154025,3,0,0,,20231125154025,20231125
4485,강북구,20231125135729,3,0,0,,20231125135729,20231125
4486,양천구,20231125141722,2,0,0,,20231125141722,20231125
4487,노원구,20231227135358,4,0,0,생활기기,20231227135358,20231227
4488,도봉구,20231206190423,0,0,0,생활기기,20231206190423,20231206
4489,마포구,20231212143309,1,0,0,,20231212143309,20231212
4490,강동구,20231124230259,4,0,0,,20231124230259,20231124
4491,강북구,20231125024806,3,0,0,"차량, 선박부품",20231125024806,20231125
4492,강서구,20231125154756,4,0,0,,20231125154756,20231125
4493,도봉구,20231215040956,2,0,0,,20231215040956,20231215
4494,강서구,20231227001145,2,0,0,생활기기,20231227001145,20231227
4495,금천구,20231120183708,3,0,0,"차량, 선박부품",20231120183708,20231120
4496,영등포구,20231120043854,2,0,5,미상,20231120043854,20231120
4497,관악구,20231125114307,3,0,0,전기설비,20231125114307,20231125
4498,영등포구,20231125054718,1,0,0,,20231125054718,20231125
4499,성동구,20231219102337,3,0,0,,20231219102337,20231219
4500,영등포구,20231125143224,2,0,0,,20231125143224,20231125
4501,서대문구,20231125171649,1,0,0,,20231125171649,20231125
4502,서초구,20231107105343,6,0,0,,20231107105343,20231107
4503,관악구,20231119222623,3,0,0,사무기기,20231119222623,20231119
4504,영등포구,20231205201956,5,0,0,,20231205201956,20231205
4505,관악구,20231205161640,0,0,0,,20231205161640,20231205
4506,은평구,20231220014434,4,0,0,,20231220014434,20231220
4507,노원구,20231220005426,3,0,0,생활기기,20231220005426,20231220
4508,마포구,20231120064127,2,0,0,전기설비,20231120064127,20231120
4509,도봉구,20231210164913,2,0,0,,20231210164913,20231210
4510,중랑구,20231120074706,1,0,0,,20231120074706,20231120
4511,서초구,20231228104721,1,0,0,주방기기,20231228104721,20231228
4512,송파구,20231220202216,4,0,0,주방기기,20231220202216,20231220
4513,중랑구,20231214091410,3,0,0,,20231214091410,20231214
4514,강서구,20231125223224,2,0,0,,20231125223224,20231125
4515,광진구,20231210142803,1,0,0,,20231210142803,20231210
4516,성동구,20231228173851,1,0,0,"차량, 선박부품",20231228173851,20231228
4517,송파구,20231214182938,1,0,0,,20231214182938,20231214
4518,서초구,20231126010520,5,0,0,,20231126010520,20231126
4519,강남구,20231228150438,2,0,0,,20231228150438,20231228
4520,광진구,20231227235356,3,0,0,,20231227235356,20231227
4521,서초구,20231220165806,4,0,0,,20231220165806,20231220
4522,은평구,20231125101440,1,0,0,,20231125101440,20231125
4523,관악구,20231210212943,2,0,0,생활기기,20231210212943,20231210
4524,영등포구,20231210001120,2,0,0,,20231210001120,20231210
4525,양천구,20231210181604,2,0,0,주방기기,20231210181604,20231210
4526,관악구,20231220075404,2,0,0,배선/배선기구,20231220075404,20231220
4527,노원구,20231220050350,3,0,0,계절용 기기,20231220050350,20231220
4528,강남구,20231120130501,3,0,0,,20231120130501,20231120
4529,강서구,20231126011255,4,0,0,,20231126011255,20231126
4530,구로구,20231228091821,5,0,0,계절용 기기,20231228091821,20231228
4531,용산구,20231210170304,2,0,0,,20231210170304,20231210
4532,중랑구,20231214210425,5,0,0,,20231214210425,20231214
4533,서초구,20231124125338,0,0,2,,20231124125338,20231124
4534,용산구,20231126103111,2,0,0,,20231126103111,20231126
4535,중랑구,20231126181519,3,0,0,주방기기,20231126181519,20231126
4536,동대문구,20231214034445,4,0,0,,20231214034445,20231214
4537,광진구,20231120005601,2,0,0,,20231120005601,20231120
4538,강서구,20231126062136,2,0,0,,20231126062136,20231126
4539,양천구,20231220054634,1,0,0,"차량, 선박부품",20231220054634,20231220
4540,강남구,20231208130838,2,0,0,,20231208130838,20231208
4541,은평구,20231126142009,3,0,0,전기설비,20231126142009,20231126
4542,양천구,20231208111728,1,0,0,,20231208111728,20231208
4543,노원구,20231220081030,5,0,0,,20231220081030,20231220
4544,광진구,20231219163437,3,0,0,,20231219163437,20231219
4545,마포구,20231214184318,1,0,0,,20231214184318,20231214
4546,강남구,20231220124524,4,0,0,,20231220124524,20231220
4547,강북구,20231214113637,2,0,0,주방기기,20231214113637,20231214
4548,영등포구,20231126175151,0,0,0,,20231126175151,20231126
4549,강동구,20231126125710,2,0,0,,20231126125710,20231126
4550,동대문구,20231205023113,3,0,0,,20231205023113,20231205
4551,종로구,20231214031941,1,0,3,,20231214031941,20231214
4552,송파구,20231220112901,2,0,0,,20231220112901,20231220
4553,관악구,20231220054759,4,0,0,주방기기,20231220054759,20231220
4554,강남구,20231214170351,5,0,0,,20231214170351,20231214
4555,용산구,20231213192845,2,0,0,,20231213192845,20231213
4556,구로구,20231210193821,2,0,0,"차량, 선박부품",20231210193821,20231210
4557,성북구,20231210133210,4,0,0,"차량, 선박부품",20231210133210,20231210
4558,광진구,20231210201028,2,0,0,주방기기,20231210201028,20231210
4559,서초구,20231216064626,5,0,0,,20231216064626,20231216
4560,강동구,20231210215027,1,0,0,,20231210215027,20231210
4561,영등포구,20231228014006,1,0,0,,20231228014006,20231228
4562,용산구,20231228163107,1,0,0,,20231228163107,20231228
4563,강남구,20231220160952,3,0,0,,20231220160952,20231220
4564,종로구,20231228085601,2,0,0,,20231228085601,20231228
4565,강남구,20231227224244,2,0,0,배선/배선기구,20231227224244,20231227
4566,송파구,20231220082749,3,0,0,,20231220082749,20231220
4567,강남구,20231220085530,4,0,0,,20231220085530,20231220
4568,양천구,20231126171502,1,0,0,,20231126171502,20231126
4569,은평구,20231225182446,1,0,0,,20231225182446,20231225
4570,서초구,20231228191756,4,0,0,,20231228191756,20231228
4571,성북구,20231220142804,2,0,0,,20231220142804,20231220
4572,영등포구,20231126200607,4,0,0,,20231126200607,20231126
4573,종로구,20231126112237,4,0,1,,20231126112237,20231126
4574,영등포구,20231228134531,3,0,0,"차량, 선박부품",20231228134531,20231228
4575,중구,20231227231128,2,0,0,,20231227231128,20231227
4576,용산구,20231217032122,2,0,0,,20231217032122,20231217
4577,강서구,20231119154959,3,0,0,,20231119154959,20231119
4578,성동구,20230826080640,3,0,0,,20230826080640,20230826
4579,도봉구,20231024095430,1,0,0,,20231024095430,20231024
4580,영등포구,20231019054622,4,0,0,"조명, 간판",20231019054622,20231019
4581,강남구,20230908074035,2,0,0,,20230908074035,20230908
4582,성북구,20230823192737,2,0,1,,20230823192737,20230823
4583,동대문구,20230820163715,6,0,0,생활기기,20230820163715,20230820
4584,송파구,20230825095640,0,0,0,,20230825095640,20230825
4585,강북구,20230826094218,2,0,0,주방기기,20230826094218,20230826
4586,관악구,20231024205107,1,0,0,기타,20231024205107,20231024
4587,영등포구,20230817162220,2,0,0,주방기기,20230817162220,20230817
4588,영등포구,20230826151146,2,0,0,,20230826151146,20230826
4589,서초구,20230827174505,2,0,0,,20230827174505,20230827
4590,서초구,20230811051534,2,0,1,,20230811051534,20230811
4591,금천구,20230904225446,2,0,0,주방기기,20230904225446,20230904
4592,동대문구,20230829182332,4,0,0,,20230829182332,20230829
4593,금천구,20231119115413,1,0,0,,20231119115413,20231119
4594,노원구,20231024083324,1,0,0,,20231024083324,20231024
4595,노원구,20230908195653,1,0,0,,20230908195653,20230908
4596,동작구,20230831225115,10,0,0,,20230831225115,20230831
4597,강남구,20230901101403,1,0,0,,20230901101403,20230901
4598,관악구,20231216104714,4,0,0,"조명, 간판",20231216104714,20231216
4599,용산구,20230916211756,1,0,0,,20230916211756,20230916
4600,노원구,20230902100001,1,0,0,,20230902100001,20230902
4601,종로구,20230905072224,7,0,0,"차량, 선박부품",20230905072224,20230905
4602,영등포구,20230906170118,3,0,0,배선/배선기구,20230906170118,20230906
4603,관악구,20230826125229,4,0,0,주방기기,20230826125229,20230826
4604,서대문구,20230826215425,2,0,0,,20230826215425,20230826
4605,동작구,20230830212641,1,0,0,주방기기,20230830212641,20230830
4606,금천구,20231012235055,1,0,0,주방기기,20231012235055,20231012
4607,성북구,20230905100506,2,0,0,,20230905100506,20230905
4608,성북구,20230901234837,4,0,0,주방기기,20230901234837,20230901
4609,관악구,20230826185621,2,0,0,기타,20230826185621,20230826
4610,영등포구,20230830201926,4,0,0,,20230830201926,20230830
4611,마포구,20231023153529,1,0,0,,20231023153529,20231023
4612,은평구,20230906115814,3,0,0,,20230906115814,20230906
4613,강남구,20230916211148,2,0,0,,20230916211148,20230916
4614,동작구,20230901154739,3,0,0,,20230901154739,20230901
4615,성북구,20230902150708,3,0,0,,20230902150708,20230902
4616,강남구,20230902194637,1,0,0,,20230902194637,20230902
4617,서초구,20230902020448,1,0,0,,20230902020448,20230902
4618,강북구,20230907035737,1,0,0,,20230907035737,20230907
4619,동작구,20231023224959,7,0,0,,20231023224959,20231023
4620,중랑구,20230908102702,5,0,0,,20230908102702,20230908
4621,서초구,20230916171533,3,0,0,,20230916171533,20230916
4622,도봉구,20230831143652,1,0,0,,20230831143652,20230831
4623,마포구,20230907071808,2,0,0,배선/배선기구,20230907071808,20230907
4624,강북구,20230830163418,2,0,0,,20230830163418,20230830
4625,강서구,20231024211907,1,0,0,주방기기,20231024211907,20231024
4626,강서구,20231024110844,5,0,0,,20231024110844,20231024
4627,종로구,20230916154458,7,0,0,기타,20230916154458,20230916
4628,성동구,20230901192904,4,0,0,,20230901192904,20230901
4629,서초구,20230901213644,3,0,0,"차량, 선박부품",20230901213644,20230901
4630,중랑구,20230907173026,3,0,1,,20230907173026,20230907
4631,영등포구,20230826132929,1,0,3,계절용 기기,20230826132929,20230826
4632,구로구,20230916133416,3,0,0,,20230916133416,20230916
4633,종로구,20230902113233,3,0,0,,20230902113233,20230902
4634,중랑구,20230826181935,3,0,0,,20230826181935,20230826
4635,관악구,20230826151339,4,0,0,,20230826151339,20230826
4636,금천구,20230904104246,2,0,0,기타,20230904104246,20230904
4637,강서구,20230829152612,2,0,0,주방기기,20230829152612,20230829
4638,강북구,20230908144414,3,0,0,,20230908144414,20230908
4639,금천구,20230905210536,0,0,0,,20230905210536,20230905
4640,영등포구,20230901192153,1,0,0,,20230901192153,20230901
4641,강남구,20230831232104,0,0,0,,20230831232104,20230831
4642,광진구,20230907230026,1,0,0,,20230907230026,20230907
4643,성북구,20230907051727,4,0,0,,20230907051727,20230907
4644,금천구,20230823134145,2,0,0,"차량, 선박부품",20230823134145,20230823
4645,성북구,20231024092226,4,0,0,,20231024092226,20231024
4646,강북구,20230907201932,2,0,0,,20230907201932,20230907
4647,강남구,20230831220818,9,0,0,,20230831220818,20230831
4648,영등포구,20230901172011,2,0,1,,20230901172011,20230901
4649,서초구,20230905041123,3,0,0,,20230905041123,20230905
4650,동대문구,20230827034311,4,0,0,,20230827034311,20230827
4651,도봉구,20230908075018,0,0,0,,20230908075018,20230908
4652,동작구,20230901081034,2,0,0,,20230901081034,20230901
4653,마포구,20230901131550,3,0,0,,20230901131550,20230901
4654,강서구,20230902132034,0,0,0,,20230902132034,20230902
4655,강동구,20230906232834,2,0,0,,20230906232834,20230906
4656,관악구,20230910032431,4,0,0,,20230910032431,20230910
4657,성동구,20230910075814,3,0,0,,20230910075814,20230910
4658,서초구,20230902153936,3,0,0,,20230902153936,20230902
4659,관악구,20230907145535,4,0,0,,20230907145535,20230907
4660,강북구,20230910171511,1,0,0,계절용 기기,20230910171511,20230910
4661,관악구,20230909203817,4,0,0,주방기기,20230909203817,20230909
4662,금천구,20230910215243,2,0,0,배선/배선기구,20230910215243,20230910
4663,강남구,20231007050003,4,0,0,,20231007050003,20231007
4664,강서구,20230908214737,1,0,0,주방기기,20230908214737,20230908
4665,금천구,20230916110329,1,0,0,계절용 기기,20230916110329,20230916
4666,중구,20230829193501,3,0,0,,20230829193501,20230829
4667,서대문구,20230902184224,1,0,0,,20230902184224,20230902
4668,송파구,20230907215041,5,0,0,"조명, 간판",20230907215041,20230907
4669,동작구,20230907221225,7,0,0,,20230907221225,20230907
4670,영등포구,20230910143901,3,0,0,,20230910143901,20230910
4671,강남구,20230829210158,5,0,0,,20230829210158,20230829
4672,동작구,20230829120915,4,0,0,계절용 기기,20230829120915,20230829
4673,광진구,20231005075929,2,0,0,,20231005075929,20231005
4674,관악구,20230908033014,4,0,0,주방기기,20230908033014,20230908
4675,중랑구,20230908004135,4,0,0,,20230908004135,20230908
4676,종로구,20230916104133,2,0,0,주방기기,20230916104133,20230916
4677,도봉구,20230911154559,0,0,0,"차량, 선박부품",20230911154559,20230911
4678,송파구,20231113063455,5,0,0,,20231113063455,20231113
4679,종로구,20230910221714,6,0,0,,20230910221714,20230910
4680,영등포구,20230908144603,1,0,0,,20230908144603,20230908
4681,강남구,20230916184343,0,0,0,,20230916184343,20230916
4682,종로구,20230902203324,0,0,0,,20230902203324,20230902
4683,강서구,20230907133622,3,0,0,,20230907133622,20230907
4684,강동구,20230907183520,0,0,0,,20230907183520,20230907
4685,송파구,20230910150314,5,0,0,,20230910150314,20230910
4686,성북구,20230909194917,1,0,0,,20230909194917,20230909
4687,용산구,20230916073235,3,0,0,,20230916073235,20230916
4688,관악구,20230912065549,2,0,0,,20230912065549,20230912
4689,마포구,20230914152854,7,0,0,,20230914152854,20230914
4690,중랑구,20230918011359,2,0,0,,20230918011359,20230918
4691,강서구,20230918045147,4,0,0,계절용 기기,20230918045147,20230918
4692,관악구,20230906231549,3,0,0,,20230906231549,20230906
4693,서초구,20230904090830,5,0,0,배선/배선기구,20230904090830,20230904
4694,중구,20230907114344,0,0,0,,20230907114344,20230907
4695,관악구,20231025024702,3,0,0,"조명, 간판",20231025024702,20231025
4696,강남구,20230907235012,3,0,0,,20230907235012,20230907
4697,서대문구,20230908185551,2,0,0,,20230908185551,20230908
4698,강남구,20230929165127,2,0,0,,20230929165127,20230929
4699,성북구,20230913180941,2,0,0,,20230913180941,20230913
4700,노원구,20230918023211,1,0,0,기타,20230918023211,20230918
4701,금천구,20230929124230,1,0,0,,20230929124230,20230929
4702,관악구,20230914211841,4,0,0,,20230914211841,20230914
4703,도봉구,20230917085258,1,0,0,,20230917085258,20230917
4704,종로구,20230907151438,0,0,0,,20230907151438,20230907
4705,송파구,20230907165825,4,0,0,,20230907165825,20230907
4706,성동구,20230907132811,2,0,0,,20230907132811,20230907
4707,성북구,20230909123015,3,0,0,,20230909123015,20230909
4708,광진구,20230829185755,5,0,0,,20230829185755,20230829
4709,서대문구,20230830112453,2,0,0,,20230830112453,20230830
4710,마포구,20230830124228,1,0,0,,20230830124228,20230830
4711,노원구,20231006193823,5,0,0,,20231006193823,20231006
4712,마포구,20230914161535,1,0,0,,20230914161535,20230914
4713,은평구,20230915040333,1,0,0,,20230915040333,20230915
4714,은평구,20230914235854,3,0,0,,20230914235854,20230914
4715,강남구,20230910003412,3,0,0,,20230910003412,20230910
4716,송파구,20231007100534,3,0,0,,20231007100534,20231007
4717,서대문구,20230908160611,4,0,0,,20230908160611,20230908
4718,강동구,20230907134123,3,0,0,,20230907134123,20230907
4719,강북구,20230910082647,2,0,0,,20230910082647,20230910
4720,송파구,20231007201821,2,0,0,,20231007201821,20231007
4721,용산구,20230926021426,2,0,0,,20230926021426,20230926
4722,은평구,20230915151113,2,0,0,,20230915151113,20230915
4723,용산구,20230904072040,3,0,1,,20230904072040,20230904
4724,동대문구,20230910110708,2,0,0,,20230910110708,20230910
4725,송파구,20230830080619,2,0,0,"차량, 선박부품",20230830080619,20230830
4726,노원구,20231217044710,2,0,0,"차량, 선박부품",20231217044710,20231217
4727,광진구,20230918123600,2,0,0,,20230918123600,20230918
4728,서대문구,20230907133009,2,0,0,,20230907133009,20230907
4729,중랑구,20230907165111,5,0,0,,20230907165111,20230907
4730,관악구,20230908182543,6,0,0,,20230908182543,20230908
4731,서대문구,20230829055715,3,0,0,,20230829055715,20230829
4732,광진구,20230829085535,1,0,0,전기설비,20230829085535,20230829
4733,마포구,20231006205721,2,0,0,전기설비,20231006205721,20231006
4734,노원구,20230908162304,3,0,0,,20230908162304,20230908
4735,마포구,20230908173455,2,0,0,,20230908173455,20230908
4736,성북구,20230905092837,4,0,0,,20230905092837,20230905
4737,강북구,20230914195949,2,0,0,,20230914195949,20230914
4738,금천구,20230905073046,3,0,0,,20230905073046,20230905
